,score
65284,0.49
65285,2.53
65286,0.51
65287,0.28
65288,2.52
65289,0.51
65290,0.51
65291,0.51
65292,2.52
65293,2.52
65294,2.52
65295,0.51
65296,0.28
65297,0.5
65298,0.5
65299,0.51
65300,0.51
65301,0.28
65302,0.28
65303,0.28
65304,2.52
65305,0.51
65306,0.51
65307,0.51
65308,0.52
65309,1.0
65310,0.52
65311,2.51
65312,1.0
65313,0.27
65314,0.28
65315,0.51
65316,0.51
65317,0.51
65318,0.27
65319,0.27
65320,0.27
65321,0.51
65322,0.49
65323,0.49
65324,0.29
65325,0.49
65326,0.28
65327,1.0
65328,0.28
65329,1.0
65330,0.28
65331,1.0
65332,2.53
65333,0.49
65334,0.49
65335,0.29
65336,0.49
65337,0.49
65338,0.49
65339,0.49
65340,0.29
65341,0.5
65342,2.53
65343,0.5
65344,0.5
65345,0.5
65346,0.28
65347,0.5
65348,0.28
65349,1.0
65350,0.5
65351,0.5
65352,0.28
65353,0.5
65354,2.53
65355,0.5
65356,0.5
65357,1.0
65358,2.53
65359,1.0
65360,2.52
65361,0.28
65362,1.0
65363,0.1
65364,2.32
65365,0.13
65366,0.68
65367,0.12
65368,0.68
65369,0.12
65370,0.12
65371,1.0
65372,2.11
65373,0.13
65374,0.68
65375,0.68
65376,0.67
65377,0.67
65378,0.13
65379,0.67
65380,0.13
65381,0.13
65382,0.13
65383,0.67
65384,0.68
65385,0.12
65386,0.12
65387,0.68
65388,0.68
65389,0.12
65390,0.12
65391,0.69
65392,0.12
65393,0.69
65394,2.1
65395,0.12
65396,0.12
65397,0.68
65398,0.12
65399,0.68
65400,0.12
65401,0.68
65402,2.11
65403,0.12
65404,2.1
65405,2.1
65406,0.68
65407,2.12
65408,0.67
65409,0.67
65410,0.14
65411,0.14
65412,0.14
65413,1.0
65414,0.14
65415,0.66
65416,0.14
65417,0.66
65418,0.66
65419,1.0
65420,2.16
65421,0.14
65422,0.14
65423,1.0
65424,2.16
65425,0.66
65426,0.66
65427,0.66
65428,0.14
65429,0.66
65430,0.66
65431,0.14
65432,2.15
65433,0.14
65434,0.67
65435,0.13
65436,2.13
65437,0.13
65438,0.13
65439,2.13
65440,0.13
65441,0.67
65442,0.14
65443,2.14
65444,0.66
65445,0.14
65446,0.14
65447,0.14
65448,0.14
65449,0.66
65450,0.14
65451,0.66
65452,0.66
65453,0.66
65454,0.67
65455,2.14
65456,0.12
65457,1.0
65458,0.12
65459,0.1
65460,2.04
65461,0.71
65462,1.0
65463,2.0
65464,0.71
65465,0.1
65466,0.71
65467,0.1
65468,0.1
65469,0.1
65470,0.71
65471,2.05
65472,2.07
65473,0.7
65474,0.7
65475,0.1
65476,0.71
65477,2.06
65478,0.1
65479,0.1
65480,0.7
65481,0.1
65482,0.71
65483,0.1
65484,0.1
65485,0.72
65486,2.0
65487,2.0
65488,0.1
65489,0.72
65490,0.73
65491,0.1
65492,0.72
65493,0.1
65494,0.72
65495,0.1
65496,0.1
65497,0.71
65498,0.1
65499,0.71
65500,0.1
65501,0.71
65502,0.72
65503,0.1
65504,0.11
65505,0.11
65506,2.1
65507,2.09
65508,0.7
65509,0.7
65510,0.11
65511,0.7
65512,0.7
65513,1.0
65514,0.11
65515,0.11
65516,0.11
65517,0.7
65518,0.11
65519,0.12
65520,0.69
65521,0.69
65522,0.12
65523,0.69
65524,0.69
65525,2.08
65526,0.12
65527,0.69
65528,0.11
65529,0.11
65530,1.0
65531,2.08
65532,0.11
65533,0.11
65534,0.11
65535,0.7
65536,0.7
65537,0.7
65538,0.7
65539,0.7
65540,0.11
65541,0.11
65542,0.11
65543,1.0
65544,0.11
65545,0.11
65546,0.7
65547,0.7
65548,0.7
65549,0.7
65550,0.7
65551,0.11
65552,0.11
65553,2.08
65554,2.16
65555,0.19
65556,0.61
65557,0.19
65558,0.19
65559,0.61
65560,1.0
65561,0.19
65562,0.61
65563,0.19
65564,0.2
65565,0.61
65566,0.61
65567,0.2
65568,0.2
65569,0.2
65570,0.2
65571,2.24
65572,0.61
65573,0.2
65574,0.61
65575,0.61
65576,0.2
65577,2.23
65578,0.62
65579,2.2
65580,0.18
65581,0.18
65582,0.62
65583,0.18
65584,0.18
65585,2.21
65586,0.62
65587,0.62
65588,0.18
65589,0.62
65590,0.19
65591,2.22
65592,0.19
65593,0.19
65594,2.22
65595,0.19
65596,0.62
65597,0.62
65598,0.19
65599,0.62
65600,0.61
65601,0.61
65602,0.21
65603,0.21
65604,0.59
65605,0.21
65606,0.21
65607,0.59
65608,0.59
65609,0.59
65610,0.21
65611,2.3
65612,2.31
65613,2.31
65614,0.22
65615,0.22
65616,0.59
65617,0.59
65618,0.22
65619,0.59
65620,0.59
65621,0.22
65622,0.59
65623,0.59
65624,0.61
65625,0.2
65626,0.2
65627,0.2
65628,0.2
65629,1.0
65630,0.6
65631,2.28
65632,2.25
65633,0.6
65634,2.28
65635,0.2
65636,0.6
65637,0.21
65638,0.21
65639,0.2
65640,0.2
65641,0.2
65642,0.6
65643,0.6
65644,0.6
65645,1.0
65646,2.3
65647,0.6
65648,0.22
65649,0.18
65650,0.63
65651,2.18
65652,0.65
65653,0.16
65654,0.65
65655,0.65
65656,2.18
65657,0.16
65658,0.65
65659,0.65
65660,0.16
65661,0.15
65662,2.18
65663,0.64
65664,0.64
65665,2.18
65666,0.64
65667,0.64
65668,2.18
65669,1.0
65670,0.16
65671,0.65
65672,0.16
65673,0.16
65674,0.16
65675,0.16
65676,0.15
65677,1.0
65678,0.14
65679,0.65
65680,2.17
65681,0.14
65682,0.65
65683,0.14
65684,0.65
65685,0.14
65686,0.14
65687,1.0
65688,0.65
65689,0.66
65690,1.0
65691,0.15
65692,0.65
65693,0.65
65694,0.15
65695,0.15
65696,0.65
65697,0.65
65698,0.15
65699,0.15
65700,0.65
65701,0.18
65702,0.16
65703,0.18
65704,0.63
65705,0.63
65706,0.63
65707,2.2
65708,0.18
65709,0.18
65710,2.2
65711,0.17
65712,0.63
65713,2.2
65714,0.18
65715,0.63
65716,0.18
65717,0.63
65718,0.63
65719,0.18
65720,0.18
65721,0.63
65722,1.0
65723,0.18
65724,0.17
65725,0.63
65726,0.64
65727,0.64
65728,0.64
65729,0.64
65730,0.17
65731,0.64
65732,0.17
65733,0.17
65734,0.17
65735,0.17
65736,0.17
65737,0.63
65738,2.2
65739,0.17
65740,0.63
65741,0.63
65742,1.0
65743,0.63
65744,0.17
65745,0.17
65746,0.17
65747,2.2
65748,1.0
65749,1.0
65750,1.0
65751,1.0
65752,1.0
65753,1.0
65754,1.0
65755,1.0
65756,1.0
65757,1.0
65758,1.0
65759,1.0
65760,1.0
65761,1.0
65762,1.0
65763,1.0
65764,1.0
65765,1.0
65766,1.0
65767,1.0
65768,1.0
65769,1.0
65770,1.0
65771,1.0
65772,1.0
65773,1.0
65774,1.0
65775,1.0
65776,1.0
65777,1.0
65778,1.0
65779,1.0
65780,1.0
65781,1.0
65782,1.0
65783,1.0
65784,1.0
65785,1.0
65786,1.0
65787,1.0
65788,1.0
65789,1.0
65790,1.0
65791,1.0
65792,1.0
65793,1.0
65794,1.0
65795,1.0
65796,1.0
65797,1.0
65798,1.0
65799,1.0
65800,1.0
65801,1.0
65802,1.0
65803,1.0
65804,1.0
65805,1.0
65806,1.0
65807,1.0
65808,1.0
65809,1.0
65810,1.0
65811,1.0
65812,1.0
65813,1.0
65814,1.0
65815,1.0
65816,1.0
65817,1.0
65818,1.0
65819,1.0
65820,1.0
65821,1.0
65822,1.0
65823,1.0
65824,1.0
65825,1.0
65826,1.0
65827,1.0
65828,1.0
65829,1.0
65830,1.0
65831,1.0
65832,1.0
65833,1.0
65834,1.0
65835,1.0
65836,1.0
65837,1.0
65838,1.0
65839,1.0
65840,1.0
65841,1.0
65842,1.0
65843,1.0
65844,1.0
65845,1.0
65846,1.0
65847,1.0
65848,1.0
65849,1.0
65850,1.0
65851,1.0
65852,1.0
65853,1.0
65854,1.0
65855,1.0
65856,1.0
65857,1.0
65858,1.0
65859,1.0
65860,1.0
65861,1.0
65862,1.0
65863,1.0
65864,1.0
65865,1.0
65866,1.0
65867,1.0
65868,1.0
65869,1.0
65870,1.0
65871,1.0
65872,1.0
65873,1.0
65874,1.0
65875,1.0
65876,1.0
65877,1.0
65878,1.0
65879,1.0
65880,1.0
65881,1.0
65882,1.0
65883,1.0
65884,1.0
65885,1.0
65886,1.0
65887,1.0
65888,1.0
65889,1.0
65890,1.0
65891,1.0
65892,1.0
65893,1.0
65894,1.0
65895,1.0
65896,1.0
65897,1.0
65898,1.0
65899,1.0
65900,1.0
65901,1.0
65902,1.0
65903,1.0
65904,1.0
65905,1.0
65906,1.0
65907,1.0
65908,1.0
65909,1.0
65910,1.0
65911,1.0
65912,1.0
65913,1.0
65914,1.0
65915,1.0
65916,1.0
65917,1.0
65918,1.0
65919,1.0
65920,1.0
65921,1.0
65922,1.0
65923,1.0
65924,1.0
65925,1.0
65926,1.0
65927,1.0
65928,1.0
65929,1.0
65930,1.0
65931,1.0
65932,1.0
65933,1.0
65934,1.0
65935,1.0
65936,1.0
65937,1.0
65938,1.0
65939,1.0
65940,1.0
65941,1.0
65942,1.0
65943,1.0
65944,1.0
65945,1.0
65946,1.0
65947,1.0
65948,1.0
65949,1.0
65950,1.0
65951,1.0
65952,1.0
65953,1.0
65954,1.0
65955,1.0
65956,1.0
65957,1.0
65958,1.0
65959,1.0
65960,1.0
65961,1.0
65962,1.0
65963,1.0
65964,1.0
65965,1.0
65966,1.0
65967,1.0
65968,1.0
65969,1.0
65970,1.0
65971,1.0
65972,1.0
65973,1.0
65974,1.0
65975,1.0
65976,1.0
65977,1.0
65978,1.0
65979,1.0
65980,1.0
65981,1.0
65982,1.0
65983,1.0
65984,1.0
65985,1.0
65986,1.0
65987,1.0
65988,1.0
65989,1.0
65990,1.0
65991,1.0
65992,1.0
65993,1.0
65994,1.0
65995,1.0
65996,1.0
65997,1.0
65998,1.0
65999,1.0
66000,1.0
66001,1.0
66002,1.0
66003,1.0
66004,1.0
66005,1.0
66006,1.0
66007,1.0
66008,1.0
66009,1.0
66010,1.0
66011,1.0
66012,1.0
66013,1.0
66014,1.0
66015,1.0
66016,1.0
66017,1.0
66018,1.0
66019,1.0
66020,1.0
66021,1.0
66022,1.0
66023,1.0
66024,1.0
66025,1.0
66026,1.0
66027,1.0
66028,1.0
66029,1.0
66030,1.0
66031,1.0
66032,1.0
66033,1.0
66034,1.0
66035,1.0
66036,1.0
66037,1.0
66038,1.0
66039,1.0
66040,1.0
66041,1.0
66042,1.0
66043,1.0
66044,1.0
66045,1.0
66046,1.0
66047,1.0
66048,1.0
66049,1.0
66050,1.0
66051,1.0
66052,1.0
66053,1.0
66054,1.0
66055,1.0
66056,1.0
66057,1.0
66058,1.0
66059,1.0
66060,1.0
66061,1.0
66062,1.0
66063,1.0
66064,1.0
66065,1.0
66066,1.0
66067,1.0
66068,1.0
66069,1.0
66070,1.0
66071,1.0
66072,1.0
66073,1.0
66074,1.0
66075,1.0
66076,1.0
66077,1.0
66078,1.0
66079,1.0
66080,1.0
66081,1.0
66082,1.0
66083,1.0
66084,1.0
66085,1.0
66086,1.0
66087,1.0
66088,1.0
66089,1.0
66090,1.0
66091,1.0
66092,1.0
66093,1.0
66094,1.0
66095,1.0
66096,1.0
66097,1.0
66098,1.0
66099,1.0
66100,1.0
66101,1.0
66102,1.0
66103,1.0
66104,1.0
66105,1.0
66106,1.0
66107,1.0
66108,1.0
66109,1.0
66110,1.0
66111,1.0
66112,1.0
66113,1.0
66114,1.0
66115,1.0
66116,1.0
66117,1.0
66118,1.0
66119,1.0
66120,1.0
66121,1.0
66122,1.0
66123,1.0
66124,1.0
66125,1.0
66126,1.0
66127,1.0
66128,1.0
66129,1.0
66130,1.0
66131,1.0
66132,1.0
66133,1.0
66134,1.0
66135,1.0
66136,1.0
66137,1.0
66138,1.0
66139,1.0
66140,1.0
66141,1.0
66142,1.0
66143,1.0
66144,1.0
66145,1.0
66146,1.0
66147,1.0
66148,1.0
66149,1.0
66150,1.0
66151,1.0
66152,1.0
66153,1.0
66154,1.0
66155,1.0
66156,1.0
66157,1.0
66158,1.0
66159,1.0
66160,1.0
66161,1.0
66162,1.0
66163,1.0
66164,1.0
66165,1.0
66166,1.0
66167,1.0
66168,1.0
66169,1.0
66170,1.0
66171,1.0
66172,1.0
66173,1.0
66174,1.0
66175,1.0
66176,1.0
66177,1.0
66178,1.0
66179,1.0
66180,1.0
66181,1.0
66182,1.0
66183,1.0
66184,1.0
66185,1.0
66186,1.0
66187,1.0
66188,1.0
66189,1.0
66190,1.0
66191,1.0
66192,1.0
66193,1.0
66194,1.0
66195,1.0
66196,1.0
66197,1.0
66198,1.0
66199,1.0
66200,1.0
66201,1.0
66202,1.0
66203,1.0
66204,1.0
66205,1.0
66206,1.0
66207,1.0
66208,1.0
66209,1.0
66210,1.0
66211,1.0
66212,1.0
66213,1.0
66214,1.0
66215,1.0
66216,1.0
66217,1.0
66218,1.0
66219,1.0
66220,1.0
66221,1.0
66222,1.0
66223,1.0
66224,1.0
66225,1.0
66226,1.0
66227,1.0
66228,1.0
66229,1.0
66230,1.0
66231,1.0
66232,1.0
66233,1.0
66234,1.0
66235,1.0
66236,1.0
66237,1.0
66238,1.0
66239,1.0
66240,1.0
66241,1.0
66242,1.0
66243,1.0
66244,1.0
66245,1.0
66246,1.0
66247,1.0
66248,1.0
66249,1.0
66250,1.0
66251,1.0
66252,1.0
66253,1.0
66254,1.0
66255,1.0
66256,1.0
66257,1.0
66258,1.0
66259,1.0
66260,1.0
66261,1.0
66262,1.0
66263,1.0
66264,1.0
66265,1.0
66266,1.0
66267,1.0
66268,1.0
66269,1.0
66270,1.0
66271,1.0
66272,1.0
66273,1.0
66274,1.0
66275,1.0
66276,1.0
66277,1.0
66278,1.0
66279,1.0
66280,1.0
66281,1.0
66282,1.0
66283,1.0
66284,1.0
66285,1.0
66286,1.0
66287,1.0
66288,1.0
66289,1.0
66290,1.0
66291,1.0
66292,1.0
66293,1.0
66294,1.0
66295,1.0
66296,1.0
66297,1.0
66298,1.0
66299,1.0
66300,1.0
66301,1.0
66302,1.0
66303,1.0
66304,1.0
66305,1.0
66306,1.0
66307,1.0
66308,1.0
66309,1.0
66310,1.0
66311,1.0
66312,1.0
66313,1.0
66314,1.0
66315,1.0
66316,1.0
66317,1.0
66318,1.0
66319,1.0
66320,1.0
66321,1.0
66322,1.0
66323,1.0
66324,1.0
66325,1.0
66326,1.0
66327,1.0
66328,1.0
66329,1.0
66330,1.0
66331,1.0
66332,1.0
66333,1.0
66334,1.0
66335,1.0
66336,1.0
66337,1.0
66338,1.0
66339,1.0
66340,1.0
66341,1.0
66342,1.0
66343,1.0
66344,1.0
66345,1.0
66346,1.0
66347,1.0
66348,1.0
66349,1.0
66350,1.0
66351,1.0
66352,1.0
66353,1.0
66354,1.0
66355,1.0
66356,1.0
66357,1.0
66358,1.0
66359,1.0
66360,1.0
66361,1.0
66362,1.0
66363,1.0
66364,1.0
66365,1.0
66366,1.0
66367,1.0
66368,1.0
66369,1.0
66370,1.0
66371,1.0
66372,1.0
66373,1.0
66374,1.0
66375,1.0
66376,1.0
66377,1.0
66378,1.0
66379,1.0
66380,1.0
66381,1.0
66382,1.0
66383,1.0
66384,1.0
66385,1.0
66386,1.0
66387,1.0
66388,1.0
66389,1.0
66390,1.0
66391,1.0
66392,1.0
66393,1.0
66394,1.0
66395,1.0
66396,1.0
66397,1.0
66398,1.0
66399,1.0
66400,1.0
66401,1.0
66402,1.0
66403,1.0
66404,1.0
66405,1.0
66406,1.0
66407,1.0
66408,1.0
66409,1.0
66410,1.0
66411,1.0
66412,1.0
66413,1.0
66414,0.61
66415,0.61
66416,0.61
66417,0.61
66418,0.61
66419,0.61
66420,0.61
66421,0.61
66422,0.61
66423,0.61
66424,0.61
66425,0.61
66426,0.61
66427,0.61
66428,0.61
66429,0.61
66430,0.6
66431,0.6
66432,0.6
66433,0.61
66434,0.61
66435,0.61
66436,0.62
66437,0.62
66438,0.62
66439,0.62
66440,0.62
66441,0.62
66442,0.62
66443,0.62
66444,0.62
66445,0.6
66446,0.62
66447,0.62
66448,0.62
66449,0.62
66450,0.61
66451,0.61
66452,0.61
66453,0.61
66454,0.61
66455,0.61
66456,0.62
66457,0.6
66458,0.6
66459,0.6
66460,0.59
66461,0.59
66462,1.0
66463,0.59
66464,0.59
66465,0.59
66466,0.59
66467,0.59
66468,0.59
66469,0.59
66470,0.59
66471,0.59
66472,0.59
66473,0.59
66474,0.59
66475,0.59
66476,0.59
66477,0.59
66478,0.59
66479,0.59
66480,0.59
66481,0.59
66482,0.62
66483,0.59
66484,0.6
66485,0.6
66486,0.6
66487,0.6
66488,0.6
66489,0.6
66490,0.6
66491,0.6
66492,0.6
66493,0.59
66494,0.6
66495,0.6
66496,0.6
66497,0.6
66498,0.6
66499,0.6
66500,0.59
66501,0.59
66502,0.59
66503,0.59
66504,0.59
66505,0.62
66506,0.62
66507,0.62
66508,0.64
66509,0.64
66510,0.64
66511,0.64
66512,0.63
66513,0.63
66514,0.63
66515,0.63
66516,0.63
66517,0.64
66518,0.63
66519,0.63
66520,0.63
66521,0.63
66522,0.63
66523,0.63
66524,0.63
66525,0.63
66526,0.63
66527,0.63
66528,0.63
66529,0.63
66530,0.64
66531,0.64
66532,0.65
66533,0.65
66534,0.65
66535,0.65
66536,0.65
66537,0.64
66538,0.64
66539,0.64
66540,0.64
66541,0.64
66542,0.64
66543,0.64
66544,0.64
66545,0.64
66546,0.64
66547,0.64
66548,0.64
66549,0.64
66550,0.64
66551,0.64
66552,0.64
66553,0.59
66554,0.63
66555,0.62
66556,0.62
66557,0.62
66558,0.62
66559,0.62
66560,0.62
66561,0.62
66562,0.62
66563,0.62
66564,0.62
66565,0.62
66566,0.62
66567,0.62
66568,0.62
66569,0.62
66570,0.62
66571,0.62
66572,0.62
66573,0.62
66574,0.62
66575,0.63
66576,0.62
66577,0.62
66578,0.63
66579,0.63
66580,0.63
66581,0.63
66582,0.63
66583,0.63
66584,0.63
66585,0.62
66586,0.62
66587,0.62
66588,0.62
66589,0.62
66590,0.62
66591,0.62
66592,0.62
66593,0.62
66594,0.62
66595,0.62
66596,0.62
66597,0.62
66598,0.62
66599,0.59
66600,0.59
66601,0.56
66602,0.56
66603,0.56
66604,0.56
66605,0.56
66606,0.56
66607,0.56
66608,0.56
66609,0.56
66610,0.56
66611,0.56
66612,0.56
66613,0.56
66614,0.56
66615,0.56
66616,0.56
66617,0.56
66618,0.56
66619,0.56
66620,0.56
66621,0.56
66622,0.56
66623,0.56
66624,1.0
66625,1.0
66626,0.57
66627,0.57
66628,0.57
66629,0.56
66630,0.56
66631,0.56
66632,0.56
66633,0.56
66634,0.56
66635,0.56
66636,0.56
66637,0.56
66638,0.56
66639,0.56
66640,0.56
66641,0.56
66642,1.0
66643,0.56
66644,0.56
66645,0.56
66646,0.56
66647,0.56
66648,0.57
66649,0.56
66650,0.56
66651,0.56
66652,0.55
66653,0.55
66654,0.55
66655,0.55
66656,0.55
66657,0.55
66658,0.55
66659,0.55
66660,0.56
66661,0.55
66662,0.55
66663,0.55
66664,0.55
66665,0.55
66666,0.55
66667,0.55
66668,0.55
66669,0.55
66670,0.55
66671,0.55
66672,0.56
66673,0.56
66674,0.56
66675,0.56
66676,0.56
66677,0.56
66678,0.56
66679,0.56
66680,0.56
66681,0.56
66682,0.56
66683,0.56
66684,0.56
66685,0.56
66686,0.56
66687,0.56
66688,1.0
66689,0.56
66690,0.56
66691,0.56
66692,0.56
66693,0.56
66694,0.56
66695,0.56
66696,0.57
66697,0.57
66698,0.59
66699,0.59
66700,0.59
66701,0.59
66702,0.59
66703,0.59
66704,0.59
66705,0.59
66706,0.59
66707,0.59
66708,0.59
66709,0.59
66710,0.59
66711,0.59
66712,0.59
66713,0.59
66714,1.0
66715,0.59
66716,0.58
66717,0.58
66718,0.58
66719,0.58
66720,0.59
66721,0.59
66722,0.59
66723,0.59
66724,0.59
66725,0.59
66726,0.59
66727,0.59
66728,0.59
66729,0.59
66730,0.59
66731,0.59
66732,0.59
66733,0.59
66734,0.59
66735,0.59
66736,0.59
66737,0.59
66738,0.59
66739,0.59
66740,0.59
66741,0.59
66742,0.59
66743,0.57
66744,0.58
66745,0.58
66746,0.57
66747,0.57
66748,0.57
66749,0.57
66750,0.57
66751,0.57
66752,0.57
66753,0.57
66754,0.57
66755,0.57
66756,0.57
66757,0.57
66758,0.57
66759,0.57
66760,0.57
66761,0.57
66762,0.57
66763,0.57
66764,0.57
66765,0.57
66766,0.57
66767,0.58
66768,0.57
66769,0.58
66770,0.58
66771,0.58
66772,0.58
66773,0.58
66774,0.58
66775,0.58
66776,0.58
66777,0.58
66778,0.57
66779,0.58
66780,0.58
66781,0.58
66782,0.58
66783,0.58
66784,0.58
66785,0.58
66786,0.58
66787,0.57
66788,0.57
66789,0.58
66790,0.65
66791,0.65
66792,1.0
66793,0.91
66794,0.88
66795,0.87
66796,0.84
66797,0.84
66798,0.84
66799,0.84
66800,0.84
66801,0.84
66802,0.82
66803,0.81
66804,0.81
66805,0.81
66806,0.81
66807,0.81
66808,1.0
66809,0.81
66810,1.0
66811,1.0
66812,1.0
66813,0.81
66814,0.8
66815,0.76
66816,0.76
66817,0.76
66818,0.75
66819,0.75
66820,0.75
66821,0.75
66822,0.75
66823,0.75
66824,0.75
66825,0.75
66826,0.75
66827,0.75
66828,0.75
66829,0.74
66830,0.74
66831,0.74
66832,0.74
66833,0.74
66834,0.75
66835,0.76
66836,0.76
66837,0.8
66838,0.79
66839,0.79
66840,0.79
66841,0.79
66842,0.78
66843,0.78
66844,0.78
66845,0.78
66846,0.76
66847,0.77
66848,0.77
66849,0.77
66850,0.77
66851,0.77
66852,0.77
66853,0.77
66854,0.77
66855,0.76
66856,0.76
66857,0.77
66858,1.0
66859,1.0
66860,1.0
66861,1.0
66862,1.0
66863,1.0
66864,1.0
66865,1.0
66866,1.0
66867,0.74
66868,1.0
66869,1.0
66870,0.73
66871,0.73
66872,0.73
66873,0.67
66874,0.67
66875,0.67
66876,0.67
66877,0.67
66878,0.67
66879,0.67
66880,0.67
66881,0.67
66882,0.67
66883,0.66
66884,0.66
66885,0.66
66886,0.66
66887,0.66
66888,0.66
66889,0.66
66890,0.66
66891,0.66
66892,0.66
66893,0.66
66894,0.67
66895,0.67
66896,0.68
66897,0.68
66898,0.68
66899,0.68
66900,0.68
66901,0.68
66902,0.68
66903,0.68
66904,0.68
66905,0.67
66906,0.68
66907,0.68
66908,0.68
66909,0.68
66910,0.68
66911,0.68
66912,0.68
66913,0.67
66914,0.67
66915,0.67
66916,0.68
66917,0.68
66918,0.66
66919,0.66
66920,0.66
66921,0.66
66922,0.66
66923,0.66
66924,0.65
66925,0.65
66926,0.65
66927,0.65
66928,0.65
66929,0.66
66930,0.65
66931,0.65
66932,0.65
66933,0.65
66934,0.65
66935,0.65
66936,0.65
66937,0.65
66938,0.65
66939,0.65
66940,0.65
66941,0.66
66942,0.66
66943,0.66
66944,0.66
66945,0.66
66946,0.66
66947,0.66
66948,0.66
66949,0.66
66950,0.66
66951,0.66
66952,0.66
66953,0.66
66954,0.66
66955,0.66
66956,0.66
66957,0.66
66958,0.66
66959,0.66
66960,0.66
66961,0.66
66962,0.66
66963,0.66
66964,0.65
66965,0.68
66966,0.68
66967,0.72
66968,0.71
66969,0.71
66970,0.71
66971,0.71
66972,0.71
66973,0.71
66974,0.71
66975,0.71
66976,0.72
66977,0.71
66978,0.71
66979,0.7
66980,0.7
66981,0.7
66982,0.7
66983,0.7
66984,0.7
66985,0.7
66986,0.7
66987,0.71
66988,0.7
66989,0.72
66990,0.72
66991,0.73
66992,0.73
66993,0.73
66994,0.73
66995,0.73
66996,0.73
66997,1.0
66998,0.73
66999,0.73
67000,0.73
67001,0.73
67002,0.73
67003,0.73
67004,0.73
67005,0.73
67006,0.73
67007,0.73
67008,0.72
67009,0.72
67010,0.72
67011,0.73
67012,0.7
67013,0.69
67014,0.69
67015,0.69
67016,0.69
67017,0.69
67018,0.69
67019,0.69
67020,0.69
67021,0.69
67022,0.69
67023,0.69
67024,0.69
67025,0.69
67026,0.69
67027,0.69
67028,0.68
67029,0.68
67030,0.68
67031,0.68
67032,0.68
67033,0.69
67034,0.7
67035,0.69
67036,0.69
67037,0.7
67038,0.7
67039,0.7
67040,0.7
67041,0.7
67042,0.7
67043,0.7
67044,0.69
67045,0.69
67046,0.69
67047,0.69
67048,0.69
67049,0.69
67050,0.69
67051,0.69
67052,0.69
67053,0.69
67054,0.69
67055,0.69
67056,0.69
67057,0.69
67058,0.55
67059,0.55
67060,0.55
67061,0.42
67062,0.42
67063,0.42
67064,0.42
67065,0.42
67066,0.42
67067,0.42
67068,0.42
67069,0.42
67070,0.42
67071,0.41
67072,0.41
67073,0.41
67074,0.41
67075,0.41
67076,0.41
67077,0.41
67078,0.41
67079,0.41
67080,0.42
67081,0.42
67082,0.42
67083,0.42
67084,0.42
67085,0.42
67086,0.42
67087,0.42
67088,0.42
67089,0.42
67090,0.42
67091,0.42
67092,0.41
67093,0.42
67094,0.42
67095,0.42
67096,0.42
67097,0.42
67098,0.42
67099,0.42
67100,0.42
67101,0.42
67102,0.42
67103,0.42
67104,0.41
67105,0.41
67106,0.41
67107,0.41
67108,0.41
67109,0.41
67110,0.41
67111,0.41
67112,1.0
67113,0.41
67114,0.41
67115,0.41
67116,0.41
67117,0.41
67118,0.41
67119,0.41
67120,0.41
67121,0.4
67122,0.4
67123,0.4
67124,0.4
67125,0.4
67126,0.4
67127,0.41
67128,0.43
67129,0.41
67130,0.41
67131,0.41
67132,0.41
67133,0.41
67134,0.41
67135,0.41
67136,0.41
67137,0.41
67138,0.41
67139,0.41
67140,0.41
67141,0.41
67142,0.41
67143,0.41
67144,0.41
67145,0.41
67146,0.41
67147,0.41
67148,0.41
67149,0.41
67150,0.41
67151,0.41
67152,0.43
67153,0.43
67154,0.43
67155,0.45
67156,0.45
67157,0.45
67158,0.45
67159,0.45
67160,0.45
67161,0.45
67162,0.45
67163,0.45
67164,0.45
67165,0.45
67166,0.44
67167,0.44
67168,0.44
67169,0.44
67170,0.44
67171,0.44
67172,0.44
67173,0.44
67174,0.44
67175,0.44
67176,0.45
67177,0.45
67178,0.45
67179,0.45
67180,0.45
67181,0.45
67182,0.45
67183,0.45
67184,0.45
67185,0.45
67186,0.45
67187,0.45
67188,0.45
67189,0.45
67190,0.45
67191,0.45
67192,0.45
67193,0.45
67194,0.45
67195,0.45
67196,0.45
67197,0.45
67198,0.45
67199,0.4
67200,0.44
67201,0.44
67202,0.43
67203,0.43
67204,0.43
67205,0.43
67206,0.43
67207,0.43
67208,0.43
67209,0.43
67210,0.43
67211,0.43
67212,0.43
67213,0.43
67214,0.43
67215,0.43
67216,0.43
67217,0.43
67218,0.43
67219,0.43
67220,0.43
67221,0.43
67222,0.43
67223,0.44
67224,0.43
67225,0.44
67226,0.44
67227,0.44
67228,0.44
67229,0.44
67230,0.44
67231,0.44
67232,0.44
67233,0.44
67234,0.43
67235,0.44
67236,0.44
67237,0.43
67238,0.43
67239,0.43
67240,0.43
67241,0.43
67242,0.43
67243,0.43
67244,0.43
67245,0.44
67246,0.4
67247,0.4
67248,0.36
67249,0.36
67250,0.35
67251,0.35
67252,0.35
67253,0.35
67254,0.35
67255,0.35
67256,0.35
67257,0.36
67258,0.35
67259,0.35
67260,0.35
67261,0.35
67262,0.35
67263,0.35
67264,0.35
67265,0.35
67266,0.34
67267,0.34
67268,0.35
67269,0.34
67270,0.36
67271,0.36
67272,0.37
67273,0.37
67274,0.37
67275,0.37
67276,0.37
67277,0.37
67278,0.36
67279,0.36
67280,0.36
67281,0.36
67282,0.36
